return_id,order_id,product_id,quantity,refund_amount,return_date,reason
R0011240,O0011240,P000156,3,458.64,2024-07-30,Changed mind
R0031103,O0031103,P000043,3,27.33,2025-05-29,Wrong item
R0034068,O0034068,P000025,1,153.43,2025-07-13,Wrong item
R0024006,O0024006,P000209,1,75.33,2025-02-16,Too small
R0010874,O0010874,P000090,1,115.66,2024-07-27,Late delivery
R0025964,O0025964,P000126,1,99.11,2025-03-26,Too small
R0028267,O0028267,P000048,2,273.86,2025-04-08,Changed mind
R0011147,O0011147,P000210,1,108.74,2024-08-09,Wrong item
R0019557,O0019557,P000040,1,52.21,2024-12-19,Late delivery
R0021630,O0021630,P000099,1,89.49,2025-01-15,Too small
R0010631,O0010631,P000213,1,125.43,2024-07-21,Changed mind
R0019895,O0019895,P000205,1,105.36,2024-12-30,Defective
R0018011,O0018011,P000189,1,126.61,2024-12-06,Changed mind
R0020779,O0020779,P000030,1,87.03,2024-12-27,Defective
R0012308,O0012308,P000193,1,62.5,2024-08-19,Changed mind
R0012329,O0012329,P000161,1,161.59,2024-08-24,Defective
R0014708,O0014708,P000080,3,150.45,2024-09-26,Wrong item
R0031392,O0031392,P000023,1,100.61,2025-06-05,Wrong item
R0036832,O0036832,P000144,3,62.46,2025-08-10,Wrong item
R0017940,O0017940,P000091,1,42.42,2024-11-18,Defective
R0026565,O0026565,P000182,1,162.81,2025-03-22,Late delivery
R0024005,O0024005,P000123,1,13.34,2025-03-01,Defective
R0007489,O0007489,P000093,1,34.96,2024-06-02,Defective
R0011144,O0011144,P000101,1,89.95,2024-08-14,Changed mind
R0023850,O0023850,P000160,2,152.54,2025-02-04,Late delivery
R0035148,O0035148,P000083,1,88.83,2025-07-21,Late delivery
R0036039,O0036039,P000115,1,64.04,2025-07-21,Defective
R0022674,O0022674,P000070,1,133.12,2025-01-21,Wrong item
R0009013,O0009013,P000115,1,64.04,2024-06-21,Defective
R0004160,O0004160,P000179,2,49.84,2024-03-28,Defective
R0013488,O0013488,P000180,2,320.3,2024-09-23,Wrong item
R0009039,O0009039,P000105,1,64.7,2024-06-23,Too small
R0035724,O0035724,P000051,2,119.46,2025-08-06,Changed mind
R0014154,O0014154,P000166,1,123.53,2024-09-29,Changed mind
R0027089,O0027089,P000178,1,170.73,2025-03-29,Defective
R0010567,O0010567,P000184,1,198.0,2024-07-23,Defective
R0027779,O0027779,P000163,2,125.74,2025-04-23,Late delivery
R0035984,O0035984,P000030,3,261.09,2025-08-12,Changed mind
R0002755,O0002755,P000121,2,347.12,2024-03-09,Wrong item
R0029263,O0029263,P000174,1,80.62,2025-05-17,Defective
R0033866,O0033866,P000095,2,370.02,2025-06-24,Too small
R0035471,O0035471,P000172,2,366.68,2025-07-25,Too small
R0034043,O0034043,P000033,1,162.93,2025-07-03,Too small
R0013354,O0013354,P000211,3,366.24,2024-09-06,Defective
R0019263,O0019263,P000202,1,67.22,2024-12-11,Wrong item
R0011192,O0011192,P000096,3,276.21,2024-08-15,Wrong item
R0034870,O0034870,P000113,1,130.31,2025-07-30,Wrong item
R0036954,O0036954,P000119,1,139.19,2025-08-05,Defective
R0010216,O0010216,P000032,3,305.13,2024-07-21,Changed mind
R0034463,O0034463,P000213,2,250.86,2025-07-21,Wrong item
R0018294,O0018294,P000218,1,39.43,2024-11-15,Too small
R0018764,O0018764,P000160,2,149.48,2024-11-25,Defective
R0002546,O0002546,P000082,2,217.32,2024-03-11,Wrong item
R0010327,O0010327,P000219,3,347.43,2024-07-28,Wrong item
R0007036,O0007036,P000005,2,474.82,2024-05-31,Too small
R0031793,O0031793,P000045,1,177.13,2025-06-19,Changed mind
R0022953,O0022953,P000070,3,399.36,2025-02-03,Changed mind
R0008624,O0008624,P000161,2,335.16,2024-06-19,Too small
R0007751,O0007751,P000168,1,59.75,2024-06-08,Wrong item
R0000772,O0000772,P000090,2,231.32,2024-01-21,Late delivery
R0013012,O0013012,P000135,2,285.06,2024-09-12,Too small
R0024245,O0024245,P000100,3,517.71,2025-02-27,Late delivery
R0012530,O0012530,P000055,1,103.25,2024-08-25,Defective
R0003712,O0003712,P000149,1,186.82,2024-03-21,Too small
R0012676,O0012676,P000149,3,483.12,2024-09-07,Too small
R0002730,O0002730,P000207,2,361.1,2024-03-01,Too small
R0028316,O0028316,P000199,1,50.43,2025-04-10,Changed mind
R0036970,O0036970,P000093,2,69.92,2025-08-17,Too small
R0036637,O0036637,P000172,2,366.68,2025-08-07,Too small
R0005199,O0005199,P000093,1,34.96,2024-04-19,Defective
R0021545,O0021545,P000059,2,84.8,2025-01-02,Wrong item
R0006356,O0006356,P000213,2,224.46,2024-05-22,Changed mind
R0006959,O0006959,P000003,2,287.42,2024-05-23,Too small
R0019660,O0019660,P000079,2,227.22,2024-12-31,Changed mind
R0000841,O0000841,P000167,2,186.82,2024-02-16,Changed mind
R0020517,O0020517,P000150,2,244.14,2025-01-13,Late delivery
R0000927,O0000927,P000099,1,89.49,2024-02-07,Late delivery
R0003289,O0003289,P000155,1,159.73,2024-03-28,Changed mind
R0036986,O0036986,P000004,2,122.82,2025-08-17,Late delivery
R0031226,O0031226,P000173,3,540.51,2025-06-02,Too small
R0006987,O0006987,P000143,1,118.23,2024-06-01,Too small
R0018686,O0018686,P000164,1,103.98,2024-12-01,Too small
R0016499,O0016499,P000042,1,134.17,2024-10-18,Changed mind
R0026296,O0026296,P000093,1,34.96,2025-04-03,Wrong item
R0018940,O0018940,P000209,1,75.33,2024-12-10,Changed mind
R0019082,O0019082,P000028,1,9.56,2024-12-06,Wrong item
R0030617,O0030617,P000022,1,172.32,2025-05-30,Too small
R0034400,O0034400,P000088,2,203.22,2025-07-23,Defective
R0034256,O0034256,P000065,1,184.09,2025-07-05,Wrong item
R0036574,O0036574,P000110,1,23.38,2025-08-22,Too small
R0027839,O0027839,P000060,1,16.7,2025-04-22,Wrong item
R0014490,O0014490,P000043,1,9.11,2024-09-26,Too small
R0000776,O0000776,P000114,1,31.0,2024-01-24,Defective
R0009662,O0009662,P000120,2,149.1,2024-07-02,Defective
R0012189,O0012189,P000147,3,481.29,2024-08-19,Wrong item
R0033132,O0033132,P000089,2,403.86,2025-06-14,Too small
R0034832,O0034832,P000185,3,543.18,2025-07-15,Wrong item
R0028731,O0028731,P000135,1,142.53,2025-04-29,Too small
R0030581,O0030581,P000073,1,143.59,2025-05-28,Wrong item
R0022787,O0022787,P000071,2,26.32,2025-01-26,Too small
R0033053,O0033053,P000046,1,181.44,2025-06-30,Late delivery
R0014960,O0014960,P000136,1,170.33,2024-09-26,Changed mind
R0007593,O0007593,P000108,2,25.52,2024-06-04,Changed mind
R0028679,O0028679,P000117,2,181.68,2025-05-05,Defective
R0033781,O0033781,P000185,1,181.06,2025-07-11,Changed mind
R0025617,O0025617,P000126,3,297.33,2025-03-02,Late delivery
R0004343,O0004343,P000102,1,139.36,2024-04-15,Defective
R0014331,O0014331,P000182,3,488.43,2024-10-03,Defective
R0003054,O0003054,P000142,1,166.83,2024-03-09,Too small
R0005116,O0005116,P000105,2,129.4,2024-04-28,Changed mind
R0036205,O0036205,P000108,2,25.52,2025-08-01,Too small
R0015486,O0015486,P000085,3,471.24,2024-10-13,Wrong item
R0023497,O0023497,P000203,1,168.85,2025-02-13,Late delivery
R0013245,O0013245,P000159,2,387.16,2024-09-16,Changed mind
R0026550,O0026550,P000208,1,90.75,2025-03-16,Late delivery
R0031551,O0031551,P000106,1,107.24,2025-06-10,Too small
R0000858,O0000858,P000186,1,36.72,2024-01-29,Changed mind
R0009696,O0009696,P000021,1,63.5,2024-07-08,Late delivery
R0008744,O0008744,P000025,3,488.55,2024-07-04,Wrong item
R0022019,O0022019,P000102,1,139.36,2025-01-10,Late delivery
R0035734,O0035734,P000108,2,25.52,2025-08-04,Changed mind
R0024240,O0024240,P000163,1,62.87,2025-03-09,Wrong item
R0015544,O0015544,P000168,1,57.33,2024-10-29,Too small
R0028224,O0028224,P000013,2,134.7,2025-04-16,Too small
R0013863,O0013863,P000171,1,204.9,2024-09-30,Wrong item
R0011879,O0011879,P000204,1,193.37,2024-09-02,Changed mind
R0030545,O0030545,P000213,2,250.86,2025-06-02,Late delivery
R0036885,O0036885,P000124,1,38.14,2025-08-13,Late delivery
R0016080,O0016080,P000163,1,62.87,2024-10-19,Wrong item
R0023505,O0023505,P000059,1,42.4,2025-02-05,Changed mind
R0020888,O0020888,P000124,1,38.14,2024-12-26,Changed mind
R0015706,O0015706,P000023,1,100.61,2024-10-29,Defective
R0036199,O0036199,P000173,1,180.17,2025-07-26,Changed mind
R0024306,O0024306,P000209,1,75.33,2025-02-22,Too small
R0036300,O0036300,P000055,1,103.25,2025-08-17,Defective
R0018268,O0018268,P000193,1,62.5,2024-12-08,Wrong item
R0029158,O0029158,P000004,2,122.82,2025-04-28,Wrong item
R0021074,O0021074,P000178,1,170.73,2025-01-05,Changed mind
R0011445,O0011445,P000024,1,110.76,2024-08-09,Late delivery
R0002711,O0002711,P000217,1,180.42,2024-03-14,Defective
R0018939,O0018939,P000172,1,183.34,2024-12-13,Too small
R0016442,O0016442,P000187,1,89.77,2024-11-12,Late delivery
R0008230,O0008230,P000119,1,139.19,2024-06-14,Too small
R0019863,O0019863,P000092,2,316.18,2024-12-09,Changed mind
R0035716,O0035716,P000039,2,211.6,2025-07-27,Wrong item
R0028544,O0028544,P000048,1,124.56,2025-04-13,Too small
R0003355,O0003355,P000001,2,82.04,2024-03-16,Defective
R0020249,O0020249,P000149,1,162.38,2024-12-30,Too small
R0031905,O0031905,P000002,2,97.4,2025-06-11,Too small
R0015710,O0015710,P000084,1,117.97,2024-10-24,Wrong item
R0010701,O0010701,P000151,1,104.27,2024-07-29,Wrong item
R0005423,O0005423,P000097,2,335.64,2024-05-09,Defective
R0002735,O0002735,P000215,1,110.1,2024-03-14,Wrong item
R0010417,O0010417,P000015,1,154.53,2024-08-02,Late delivery
R0007976,O0007976,P000006,3,383.34,2024-06-26,Late delivery
R0032895,O0032895,P000211,1,106.71,2025-06-23,Too small
R0026998,O0026998,P000188,1,42.25,2025-03-20,Defective
R0016087,O0016087,P000209,1,73.73,2024-11-03,Wrong item
R0029702,O0029702,P000219,3,347.43,2025-05-12,Changed mind
R0021697,O0021697,P000016,1,39.55,2025-01-27,Changed mind
R0017236,O0017236,P000027,1,8.95,2024-11-14,Late delivery
R0012241,O0012241,P000121,1,173.56,2024-08-25,Changed mind
R0012998,O0012998,P000191,1,94.4,2024-08-26,Changed mind
R0024835,O0024835,P000004,1,61.41,2025-03-11,Changed mind
R0016944,O0016944,P000112,2,15.56,2024-11-12,Wrong item
R0033131,O0033131,P000106,1,107.24,2025-06-21,Too small
R0007482,O0007482,P000116,1,118.02,2024-06-13,Wrong item
R0001020,O0001020,P000218,2,78.86,2024-01-28,Defective
R0008739,O0008739,P000123,3,40.02,2024-06-17,Changed mind
R0006098,O0006098,P000078,1,76.24,2024-05-17,Wrong item
R0014774,O0014774,P000180,1,172.02,2024-10-07,Defective
R0023412,O0023412,P000127,1,40.33,2025-02-01,Wrong item
R0008374,O0008374,P000110,1,21.27,2024-07-02,Defective
R0028896,O0028896,P000012,3,449.73,2025-04-16,Late delivery
R0020931,O0020931,P000063,2,232.3,2024-12-28,Defective
R0022945,O0022945,P000059,1,42.4,2025-01-29,Changed mind
R0001966,O0001966,P000064,1,161.85,2024-03-01,Too small
R0002163,O0002163,P000038,1,128.49,2024-02-23,Too small
R0011958,O0011958,P000065,1,184.09,2024-08-28,Defective
R0035533,O0035533,P000139,1,51.03,2025-08-03,Too small
R0019140,O0019140,P000099,2,178.98,2024-12-01,Late delivery
R0034197,O0034197,P000104,1,145.45,2025-07-20,Defective
R0012456,O0012456,P000101,1,89.95,2024-09-09,Late delivery
R0033115,O0033115,P000175,1,179.57,2025-07-04,Wrong item
R0007003,O0007003,P000101,1,89.95,2024-05-24,Late delivery
R0004825,O0004825,P000142,1,195.51,2024-04-13,Too small
R0022237,O0022237,P000010,2,183.3,2025-01-31,Wrong item
R0008958,O0008958,P000106,1,107.24,2024-06-27,Wrong item
R0010002,O0010002,P000215,1,110.1,2024-07-12,Changed mind
R0003638,O0003638,P000120,2,149.1,2024-04-10,Late delivery
R0009915,O0009915,P000167,2,186.82,2024-07-09,Defective
R0011786,O0011786,P000075,1,39.15,2024-09-01,Defective
R0003505,O0003505,P000126,1,99.11,2024-03-21,Late delivery
R0014867,O0014867,P000081,1,33.16,2024-10-05,Late delivery
R0029546,O0029546,P000135,1,142.53,2025-04-29,Late delivery
R0036393,O0036393,P000117,1,93.0,2025-07-31,Defective
R0004432,O0004432,P000106,1,107.24,2024-04-05,Changed mind
R0007356,O0007356,P000043,1,9.11,2024-06-01,Late delivery
R0035514,O0035514,P000172,1,183.34,2025-07-21,Wrong item
R0012422,O0012422,P000050,2,246.66,2024-09-02,Defective
R0033243,O0033243,P000134,1,120.63,2025-06-24,Changed mind
R0001577,O0001577,P000180,1,172.02,2024-02-22,Defective
R0020357,O0020357,P000124,3,114.42,2025-01-08,Too small
R0002109,O0002109,P000084,1,105.0,2024-03-10,Too small
R0036873,O0036873,P000159,2,387.16,2025-08-08,Wrong item
R0014791,O0014791,P000143,1,118.23,2024-09-25,Wrong item
R0033697,O0033697,P000107,1,66.3,2025-06-23,Wrong item
R0011377,O0011377,P000015,1,154.53,2024-08-20,Defective
R0004661,O0004661,P000183,1,74.7,2024-04-12,Wrong item
R0024373,O0024373,P000145,1,78.36,2025-03-08,Too small
R0005111,O0005111,P000216,1,174.5,2024-04-22,Too small
R0006417,O0006417,P000207,1,180.55,2024-05-04,Wrong item
R0017984,O0017984,P000104,1,145.45,2024-11-29,Defective
R0018032,O0018032,P000031,3,314.34,2024-11-23,Defective
R0026710,O0026710,P000166,2,247.06,2025-04-10,Wrong item
R0019438,O0019438,P000140,3,389.43,2024-12-15,Too small
R0022471,O0022471,P000069,1,202.06,2025-01-18,Changed mind
R0023011,O0023011,P000148,1,87.71,2025-02-14,Changed mind
R0014081,O0014081,P000071,2,23.4,2024-10-07,Changed mind
R0022838,O0022838,P000143,1,118.23,2025-02-11,Defective
R0004016,O0004016,P000016,1,39.55,2024-04-01,Late delivery
R0000630,O0000630,P000189,2,292.22,2024-01-22,Changed mind
R0008112,O0008112,P000039,2,220.78,2024-06-04,Too small
R0021361,O0021361,P000068,3,60.9,2025-01-25,Wrong item
R0008509,O0008509,P000079,1,113.61,2024-06-24,Defective
R0032283,O0032283,P000047,1,211.23,2025-06-25,Late delivery
R0022282,O0022282,P000217,1,180.42,2025-01-24,Changed mind
R0011080,O0011080,P000020,1,21.98,2024-07-29,Changed mind
R0010166,O0010166,P000213,1,125.43,2024-07-12,Late delivery
R0014983,O0014983,P000171,1,204.9,2024-10-04,Late delivery
R0006328,O0006328,P000026,1,55.64,2024-05-06,Too small
R0027763,O0027763,P000071,3,38.22,2025-04-24,Changed mind
R0009358,O0009358,P000205,2,210.72,2024-07-17,Changed mind
R0013155,O0013155,P000025,1,138.62,2024-08-29,Changed mind
R0004917,O0004917,P000160,1,76.27,2024-04-17,Defective
R0027505,O0027505,P000041,1,87.84,2025-04-21,Too small
R0018420,O0018420,P000027,2,17.9,2024-11-22,Too small
R0035331,O0035331,P000031,1,98.85,2025-07-27,Defective
R0014086,O0014086,P000212,2,132.7,2024-09-24,Changed mind
R0015786,O0015786,P000193,1,62.5,2024-10-20,Changed mind
R0008155,O0008155,P000005,2,474.82,2024-06-07,Wrong item
R0036687,O0036687,P000181,2,321.0,2025-08-14,Wrong item
R0024781,O0024781,P000009,2,331.38,2025-03-12,Changed mind
R0003529,O0003529,P000150,1,122.07,2024-03-28,Changed mind
R0026957,O0026957,P000107,3,198.9,2025-04-02,Defective
R0022551,O0022551,P000044,3,209.67,2025-01-19,Late delivery
R0003927,O0003927,P000156,1,152.88,2024-04-05,Wrong item
R0013112,O0013112,P000039,3,331.17,2024-09-09,Late delivery
R0023531,O0023531,P000144,2,41.64,2025-02-14,Late delivery
R0000164,O0000164,P000197,1,45.2,2024-01-12,Defective
R0024606,O0024606,P000095,3,555.03,2025-03-10,Changed mind
R0003994,O0003994,P000069,1,202.06,2024-04-01,Too small
R0035717,O0035717,P000065,1,176.25,2025-08-04,Defective
R0015453,O0015453,P000143,1,118.23,2024-10-26,Changed mind
R0025601,O0025601,P000055,2,206.5,2025-03-17,Defective
R0021584,O0021584,P000027,1,8.95,2025-01-09,Late delivery
R0008126,O0008126,P000122,3,184.71,2024-06-20,Late delivery
R0015857,O0015857,P000085,3,471.24,2024-11-01,Too small
R0024724,O0024724,P000157,1,52.19,2025-03-09,Late delivery
R0012687,O0012687,P000103,2,173.4,2024-08-31,Wrong item
R0027184,O0027184,P000035,2,211.26,2025-03-23,Late delivery
R0005737,O0005737,P000032,1,101.71,2024-04-26,Too small
R0010837,O0010837,P000164,1,103.98,2024-08-02,Defective
R0006327,O0006327,P000023,2,201.22,2024-05-03,Too small
R0013041,O0013041,P000138,1,15.57,2024-09-12,Wrong item
R0027330,O0027330,P000211,1,122.08,2025-04-09,Changed mind
R0028530,O0028530,P000131,1,51.84,2025-05-02,Late delivery
R0004297,O0004297,P000194,2,322.88,2024-04-18,Too small
R0017427,O0017427,P000065,1,184.09,2024-11-19,Defective
R0003587,O0003587,P000152,3,150.57,2024-04-08,Defective
R0010568,O0010568,P000016,2,79.1,2024-07-23,Changed mind
R0015190,O0015190,P000072,3,94.74,2024-10-23,Defective
R0008743,O0008743,P000174,1,80.62,2024-06-22,Changed mind
R0011608,O0011608,P000018,1,167.08,2024-08-21,Changed mind
R0020173,O0020173,P000188,2,84.5,2025-01-03,Wrong item
R0007835,O0007835,P000093,2,69.92,2024-06-09,Defective
R0030021,O0030021,P000106,2,214.48,2025-05-12,Changed mind
R0010393,O0010393,P000018,2,334.16,2024-07-14,Changed mind
R0015565,O0015565,P000085,1,138.03,2024-10-09,Defective
R0024699,O0024699,P000204,1,182.83,2025-03-13,Too small
R0034915,O0034915,P000153,3,81.18,2025-07-19,Late delivery
R0000890,O0000890,P000054,1,9.48,2024-02-07,Defective
R0014076,O0014076,P000180,3,516.06,2024-09-16,Wrong item
R0016694,O0016694,P000182,1,155.99,2024-10-21,Defective
R0012973,O0012973,P000134,1,108.45,2024-09-14,Wrong item
R0029126,O0029126,P000191,3,283.2,2025-05-05,Late delivery
R0005489,O0005489,P000035,3,316.89,2024-04-19,Defective
R0011675,O0011675,P000059,1,42.4,2024-08-14,Wrong item
R0018459,O0018459,P000187,1,89.77,2024-12-10,Defective
R0027073,O0027073,P000116,3,306.69,2025-04-14,Wrong item
R0010908,O0010908,P000179,1,24.92,2024-07-29,Defective
R0007724,O0007724,P000148,3,263.13,2024-05-30,Changed mind
R0013428,O0013428,P000115,2,128.08,2024-09-23,Defective
R0035296,O0035296,P000147,1,160.43,2025-08-03,Wrong item
R0009302,O0009302,P000047,1,211.23,2024-07-13,Late delivery
R0036783,O0036783,P000174,2,161.24,2025-08-06,Changed mind
R0010265,O0010265,P000098,1,8.88,2024-07-18,Changed mind
R0006433,O0006433,P000199,3,151.29,2024-05-05,Changed mind
R0005673,O0005673,P000085,2,305.48,2024-04-26,Wrong item
R0021787,O0021787,P000034,2,296.24,2025-01-31,Changed mind
R0032332,O0032332,P000027,1,8.95,2025-06-04,Defective
R0019365,O0019365,P000079,1,113.61,2024-12-07,Wrong item
R0020055,O0020055,P000166,2,247.06,2024-12-11,Changed mind
R0017242,O0017242,P000211,1,122.08,2024-11-17,Changed mind
R0008043,O0008043,P000197,1,45.2,2024-06-25,Defective
R0036290,O0036290,P000188,2,84.5,2025-08-15,Late delivery
R0003660,O0003660,P000166,1,123.53,2024-03-26,Defective
R0017696,O0017696,P000016,1,39.55,2024-11-26,Defective
R0026790,O0026790,P000177,1,130.6,2025-03-29,Wrong item
R0002553,O0002553,P000133,1,187.12,2024-02-23,Late delivery
R0014068,O0014068,P000017,1,129.33,2024-09-24,Defective
R0012210,O0012210,P000104,1,135.52,2024-08-12,Too small
R0017331,O0017331,P000180,3,516.06,2024-11-13,Wrong item
R0002754,O0002754,P000108,1,12.76,2024-03-24,Wrong item
R0019737,O0019737,P000075,2,78.3,2024-12-10,Wrong item
R0023790,O0023790,P000053,2,210.54,2025-02-23,Wrong item
R0032920,O0032920,P000213,1,107.87,2025-07-06,Too small
R0008031,O0008031,P000159,3,580.74,2024-06-18,Changed mind
R0018958,O0018958,P000109,1,160.16,2024-12-07,Defective
R0012035,O0012035,P000031,3,314.34,2024-08-25,Late delivery
R0010905,O0010905,P000188,1,42.25,2024-08-03,Wrong item
R0003823,O0003823,P000054,1,9.48,2024-04-05,Wrong item
R0001951,O0001951,P000120,1,74.55,2024-02-26,Defective
R0024048,O0024048,P000175,1,179.57,2025-02-10,Defective
R0007845,O0007845,P000003,1,143.71,2024-06-18,Defective
R0003336,O0003336,P000136,1,170.33,2024-03-30,Changed mind
R0017684,O0017684,P000158,1,19.57,2024-11-24,Too small
R0022929,O0022929,P000118,3,427.77,2025-01-29,Wrong item
R0028800,O0028800,P000116,1,112.34,2025-04-30,Changed mind
R0013918,O0013918,P000010,2,155.82,2024-10-04,Wrong item
R0017833,O0017833,P000022,1,172.32,2024-11-20,Defective
R0011320,O0011320,P000125,1,114.61,2024-08-12,Changed mind
R0003820,O0003820,P000194,1,182.77,2024-03-22,Late delivery
R0010214,O0010214,P000208,2,181.5,2024-07-22,Defective
R0026961,O0026961,P000017,1,129.33,2025-03-24,Changed mind
R0001633,O0001633,P000044,1,71.92,2024-02-20,Late delivery
R0031008,O0031008,P000154,1,125.09,2025-05-19,Changed mind
R0026436,O0026436,P000142,2,391.02,2025-04-05,Late delivery
R0026877,O0026877,P000070,1,133.12,2025-03-25,Late delivery
R0035351,O0035351,P000206,1,68.58,2025-07-12,Late delivery
R0034899,O0034899,P000058,2,222.24,2025-08-01,Wrong item
R0031058,O0031058,P000020,1,21.98,2025-05-16,Defective
R0028938,O0028938,P000113,2,241.76,2025-05-10,Defective
R0001452,O0001452,P000126,1,87.3,2024-02-02,Late delivery
R0012325,O0012325,P000100,1,172.57,2024-08-26,Too small
R0032696,O0032696,P000078,1,69.58,2025-06-17,Defective
R0028063,O0028063,P000218,3,118.29,2025-04-24,Too small
R0010969,O0010969,P000205,1,105.36,2024-07-24,Wrong item
R0018562,O0018562,P000094,1,99.22,2024-12-15,Defective
R0025065,O0025065,P000191,1,94.4,2025-03-07,Late delivery
R0029499,O0029499,P000015,2,309.06,2025-05-15,Too small
R0011882,O0011882,P000053,1,105.27,2024-08-24,Defective
R0025831,O0025831,P000131,1,51.84,2025-03-15,Wrong item
R0018039,O0018039,P000176,2,147.74,2024-11-14,Too small
R0006748,O0006748,P000130,1,165.68,2024-05-26,Defective
R0027100,O0027100,P000177,1,130.6,2025-03-28,Changed mind
R0032707,O0032707,P000091,1,36.24,2025-06-23,Late delivery
R0023946,O0023946,P000202,2,134.44,2025-02-25,Too small
R0017779,O0017779,P000187,1,89.77,2024-11-16,Late delivery
R0021314,O0021314,P000044,3,215.76,2025-01-21,Late delivery
R0000057,O0000057,P000116,1,118.02,2024-01-13,Defective
R0006090,O0006090,P000098,2,17.76,2024-05-10,Late delivery
R0023868,O0023868,P000179,1,24.92,2025-02-28,Defective
R0012060,O0012060,P000122,1,68.44,2024-08-27,Wrong item
R0035680,O0035680,P000198,1,148.84,2025-08-09,Too small
R0000900,O0000900,P000012,1,149.91,2024-01-29,Late delivery
R0002647,O0002647,P000210,1,108.74,2024-03-17,Changed mind
R0016375,O0016375,P000159,1,193.58,2024-10-20,Late delivery
R0002805,O0002805,P000002,2,97.4,2024-03-22,Wrong item
R0003183,O0003183,P000010,1,91.65,2024-04-01,Too small
R0005881,O0005881,P000150,2,244.14,2024-04-27,Wrong item
R0030195,O0030195,P000196,2,36.42,2025-05-24,Late delivery
R0029369,O0029369,P000124,1,38.14,2025-05-07,Defective
R0002743,O0002743,P000202,1,67.22,2024-03-05,Changed mind
R0017652,O0017652,P000147,1,160.43,2024-11-09,Too small
R0001132,O0001132,P000207,2,361.1,2024-01-31,Changed mind
R0014865,O0014865,P000043,1,9.11,2024-09-26,Late delivery
R0011324,O0011324,P000062,2,453.82,2024-08-16,Defective
R0013503,O0013503,P000095,1,185.01,2024-09-27,Late delivery
R0025643,O0025643,P000034,1,159.16,2025-03-25,Defective
R0028605,O0028605,P000122,2,136.88,2025-05-01,Changed mind
R0026082,O0026082,P000040,3,175.05,2025-03-23,Changed mind
R0031796,O0031796,P000083,2,177.66,2025-05-25,Defective
R0009566,O0009566,P000034,1,159.16,2024-07-08,Defective
R0027186,O0027186,P000081,2,66.32,2025-03-24,Wrong item
R0022781,O0022781,P000082,2,217.32,2025-01-22,Too small
R0030964,O0030964,P000103,1,78.75,2025-05-15,Defective
R0022013,O0022013,P000144,2,41.64,2025-01-13,Too small
R0003027,O0003027,P000214,1,15.6,2024-03-24,Wrong item
R0004072,O0004072,P000180,1,172.02,2024-04-18,Wrong item
R0034590,O0034590,P000206,2,137.16,2025-07-18,Late delivery
R0024284,O0024284,P000185,1,181.06,2025-02-17,Changed mind
R0007672,O0007672,P000066,1,109.32,2024-05-28,Defective
R0018937,O0018937,P000138,3,46.71,2024-12-06,Late delivery
R0018020,O0018020,P000029,1,23.05,2024-11-21,Late delivery
R0027154,O0027154,P000109,2,320.32,2025-04-16,Late delivery
R0031808,O0031808,P000178,1,170.73,2025-06-13,Too small
R0031586,O0031586,P000144,1,20.82,2025-05-30,Wrong item
R0032101,O0032101,P000098,1,8.88,2025-06-20,Too small
R0024055,O0024055,P000146,2,344.54,2025-03-03,Changed mind
R0013938,O0013938,P000089,2,373.8,2024-09-14,Defective
R0023166,O0023166,P000104,1,124.72,2025-02-13,Too small
R0016642,O0016642,P000081,3,99.48,2024-10-30,Wrong item
R0006127,O0006127,P000040,2,116.7,2024-05-21,Wrong item
R0012923,O0012923,P000025,2,325.7,2024-08-31,Too small
R0028214,O0028214,P000204,1,193.37,2025-04-29,Changed mind
R0007626,O0007626,P000097,1,167.82,2024-05-28,Late delivery
R0003794,O0003794,P000062,3,612.27,2024-03-20,Defective
R0007557,O0007557,P000179,1,24.92,2024-06-20,Changed mind
R0026302,O0026302,P000105,2,129.4,2025-03-24,Changed mind
R0005845,O0005845,P000083,2,177.66,2024-05-12,Too small
R0036673,O0036673,P000001,1,41.02,2025-08-21,Defective
R0037089,O0037089,P000188,2,84.5,2025-08-24,Too small
R0031575,O0031575,P000128,1,46.36,2025-06-01,Defective
R0020360,O0020360,P000185,3,475.14,2024-12-30,Too small
R0027548,O0027548,P000031,1,104.78,2025-04-19,Defective
R0029573,O0029573,P000065,3,552.27,2025-05-09,Wrong item
R0020400,O0020400,P000036,2,293.92,2024-12-29,Wrong item
R0032500,O0032500,P000098,2,17.76,2025-06-28,Late delivery
R0001087,O0001087,P000066,2,218.64,2024-02-10,Defective
R0001977,O0001977,P000189,1,146.11,2024-02-29,Too small
R0016247,O0016247,P000069,2,404.12,2024-10-29,Too small
R0013275,O0013275,P000195,2,113.0,2024-09-24,Changed mind
R0033348,O0033348,P000180,1,172.02,2025-06-19,Wrong item
R0016992,O0016992,P000211,1,122.08,2024-10-26,Defective
R0033834,O0033834,P000005,2,474.82,2025-06-27,Too small
R0010282,O0010282,P000051,1,59.73,2024-07-12,Defective
R0013665,O0013665,P000057,3,521.46,2024-09-22,Late delivery
R0001370,O0001370,P000084,1,117.97,2024-02-05,Late delivery
R0022168,O0022168,P000120,1,74.55,2025-01-29,Defective
R0005976,O0005976,P000138,1,15.57,2024-04-30,Changed mind
R0004376,O0004376,P000208,1,90.75,2024-04-19,Late delivery
R0036253,O0036253,P000051,2,119.46,2025-08-08,Late delivery
R0035320,O0035320,P000026,3,166.92,2025-07-26,Changed mind
